12898,0.0,1.0,0.0,0.7647058823529412,0.7372881355932204,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,0,0.6099349025792286,1,0
13044,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,1,1.3017520433065777,1,0
10975,0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,1,1.5724630983738013,2,0
2227,1.0,0.0,0.0,0.823529411764706,0.7966101694915255,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-1.0945421108069937,0,1
5678,0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-1.104568446179854,0,1
9194,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,0,-0.16209292113100152,1,0
8330,1.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,0,0.4194345304948861,1,0
15129,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,1,2.2542539037282903,2,0
13044,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,1,1.1313043419679554,1,0
5276,1.0,0.0,0.0,0.823529411764706,0.847457627118644,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,1.0,0,-0.8338573911126304,1,0
2575,0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-1.1246211169255742,0,1
4340,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.9097051023680175,-0.8921987995800499,2.5023981556701402,0.0,0,-0.9240944094683715,0,1
7438,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,1,1.8732531595596051,1,0
6416,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,0,-0.13201391501242113,1,0
9663,0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,0,0.5096715488506273,1,0
8510,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,0,0.5898822318335083,1,0
3540,1.0,0.0,0.0,0.5882352941176471,0.5593220338983051,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-0.9842524217055323,0,1
12384,0.0,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,0,-0.12198757963956099,1,0
5694,1.0,0.0,0.0,0.05882352941176472,0.06779661016949157,-0.9097051023680175,-0.8921987995800499,-0.3531515214948452,1.0,0,-0.6934886958925884,1,0
14237,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,1,0.9107249637650325,2,0
14571,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,0,0.1988551522919632,1,0
3100,0.0,0.0,0.0,0.9411764705882352,0.923728813559322,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-1.0945421108069937,0,1
4823,1.0,0.0,0.0,0.9411764705882352,0.923728813559322,-0.9097051023680175,-1.857626615299237,2.5023981556701402,0.0,0,-0.9240944094683715,0,1
4148,1.0,0.0,0.0,0.11764705882352944,0.09322033898305082,-0.1903144292495221,-0.18561193453984343,-0.3497829590714123,0.0,0,-0.9541734155869519,0,1
12681,0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,0,-0.0919085735209806,1,0
9564,0.0,1.0,0.0,0.7647058823529412,0.7372881355932204,1.0401866840306964,1.0399627268117573,-0.3531515214948452,1.0,0,-0.883989067976931,0,1
10151,0.0,0.0,0.0,0.7058823529411765,0.7118644067796611,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,1,2.394622598948332,2,0
12373,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0401866840306964,1.0399627268117573,-0.3531515214948452,2.0,1,2.093832537762528,1,0
9345,0.0,0.0,1.0,0.7058823529411765,0.7118644067796611,-0.1903144292495221,-0.18561193453984343,-0.3531515214948452,2.0,1,1.9835428486610667,1,0
5678,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,-1.9157327300736717,-0.8921987995800499,-0.3531515214948452,0.0,0,-1.104568446179854,0,1
